incnum,offense,offensecode,offensetype,category,year,blockcode,ward,police_shift,day_and_month
17033731,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173502023003,4              ,First Half (4PM - Midnight),6/6
17033762,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173502013005,6              ,Last Half (Midnight - 8AM),6/7
17033836,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173515003005,2              ,Day Shift (8AM - 4PM),6/7
17033876,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173501082009,4              ,First Half (4PM - Midnight),6/7
17033908,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173514031001,1              ,First Half (4PM - Midnight),6/7
17033918,Disorderly Conduct,90C,Disorderly Conduct,Other,2017,250173503001001,5              ,First Half (4PM - Midnight),6/7
17033931,All Other Offenses,90Z,All Other Offenses,Other,2017,250173504002001,5              ,First Half (4PM - Midnight),6/7
17033953,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501082008,4              ,Last Half (Midnight - 8AM),6/8
17033992,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173505001008,6              ,Last Half (Midnight - 8AM),6/8
17034018,Counterfeiting/Forgery,250,Counterfeiting/Forgery,Crimes against Property,2017,250173512042003,2              ,Day Shift (8AM - 4PM),6/8
17034052,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173501061015,1              ,Day Shift (8AM - 4PM),6/8
17034085,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501061015,1              ,Day Shift (8AM - 4PM),6/8
17034100,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2017,250173512042003,2              ,Day Shift (8AM - 4PM),6/8
17034138,Robbery,120,Robbery,Crimes against Property,2017,250173509003009,6              ,First Half (4PM - Midnight),6/8
17034148,Disorderly Conduct,90C,Disorderly Conduct,Other,2017,250173504004007,6              ,First Half (4PM - Midnight),6/8
17034159,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173515001007,2              ,First Half (4PM - Midnight),6/8
17034178,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173501061001,1              ,First Half (4PM - Midnight),6/8
17034230,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2017,250173515001003,2              ,Last Half (Midnight - 8AM),6/9
17034359,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173503003000,5              ,First Half (4PM - Midnight),6/9
17034538,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173514032005,1              ,Day Shift (8AM - 4PM),6/10
17034579,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2017,250173510012007,2              ,Day Shift (8AM - 4PM),6/10
17034581,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2017,250173510012007,2              ,Day Shift (8AM - 4PM),6/10
17034632,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,250173502011001,1              ,First Half (4PM - Midnight),6/10
17034726,Robbery,120,Robbery,Crimes against Property,2017,250173514034002,1              ,Day Shift (8AM - 4PM),6/11
17034814,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2017,250173512031003,2              ,Day Shift (8AM - 4PM),6/11
17034868,Intimidation,13C,Assault Offenses,Crimes against Person,2017,250173501071010,1              ,First Half (4PM - Midnight),6/11
17034872,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173501061014,1              ,First Half (4PM - Midnight),6/11
17034933,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173514044006,1              ,Last Half (Midnight - 8AM),6/12
17034941,Robbery,120,Robbery,Crimes against Property,2017,250173512032001,2              ,Last Half (Midnight - 8AM),6/12
17034976,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003002,7              ,Day Shift (8AM - 4PM),6/12
17035007,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173507013000,7              ,Day Shift (8AM - 4PM),6/12
17035102,Pocket-Picking,23A,Larceny/Theft Offenses,Crimes against Property,2017,250173501061016,1              ,First Half (4PM - Midnight),6/12
17035168,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003009,6              ,First Half (4PM - Midnight),6/12
17035180,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2017,250173505001008,6              ,First Half (4PM - Midnight),6/12
17035242,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173503003010,5              ,Last Half (Midnight - 8AM),6/13
17035279,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501071007,1              ,Day Shift (8AM - 4PM),6/13
17035304,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003016,6              ,Day Shift (8AM - 4PM),6/13
17035309,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173501071010,1              ,Day Shift (8AM - 4PM),6/13
17035525,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,250173507023005,7              ,First Half (4PM - Midnight),6/13
17035691,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173514041002,1              ,First Half (4PM - Midnight),6/14
17035775,Weapon Law Violation,520,Weapon Law Violation,Crimes against Society,2017,250173501091010,4              ,Last Half (Midnight - 8AM),6/15
17035778,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173501081000,4              ,Last Half (Midnight - 8AM),6/15
17035785,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173514042010,1              ,Last Half (Midnight - 8AM),6/15
17035831,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173509003008,6              ,Day Shift (8AM - 4PM),6/15
17035834,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173504004002,6              ,Day Shift (8AM - 4PM),6/15
17035869,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173501061016,1              ,Day Shift (8AM - 4PM),6/15
17035870,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173512042005,2              ,Day Shift (8AM - 4PM),6/15
17035874,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173512042003,2              ,Day Shift (8AM - 4PM),6/15
17035875,All Other Offenses,90Z,All Other Offenses,Other,2017,250173513001009,3              ,Day Shift (8AM - 4PM),6/15
17035878,All Other Offenses,90Z,All Other Offenses,Other,2017,250173501061001,1              ,Day Shift (8AM - 4PM),6/15
17035885,Counterfeiting/Forgery,250,Counterfeiting/Forgery,Crimes against Property,2017,250173513002010,3              ,Day Shift (8AM - 4PM),6/15
17035893,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173505001001,6              ,First Half (4PM - Midnight),6/15
17035950,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173509003008,6              ,First Half (4PM - Midnight),6/15
17035988,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173510013008,2              ,Last Half (Midnight - 8AM),6/16
17035991,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173514041000,1              ,Last Half (Midnight - 8AM),6/16
17036114,All Other Offenses,90Z,All Other Offenses,Other,2017,250173514034002,1              ,Day Shift (8AM - 4PM),6/16
17036135,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2017,250173511013004,3              ,Day Shift (8AM - 4PM),6/16
17036137,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2017,250173511013004,3              ,Day Shift (8AM - 4PM),6/16
17036187,All Other Offenses,90Z,All Other Offenses,Other,2017,250173514043001,1              ,First Half (4PM - Midnight),6/16
17036191,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003009,6              ,First Half (4PM - Midnight),6/16
17036253,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173514044004,2              ,Last Half (Midnight - 8AM),6/17
17036268,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2017,250173512042000,2              ,Last Half (Midnight - 8AM),6/17
17036296,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003007,6              ,Day Shift (8AM - 4PM),6/17
17036311,Pocket-Picking,23A,Larceny/Theft Offenses,Crimes against Property,2017,250173515001007,2              ,Day Shift (8AM - 4PM),6/17
17036350,Credit Card/Atm Machine Fraud,26B,Fraud Offenses,Crimes against Property,2017,250173508002007,7              ,Day Shift (8AM - 4PM),6/17
17036363,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173515003011,2              ,First Half (4PM - Midnight),6/17
17036401,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2017,250173515001007,2              ,First Half (4PM - Midnight),6/17
17036466,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173501071010,1              ,Last Half (Midnight - 8AM),6/18
17036539,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501071010,1              ,Day Shift (8AM - 4PM),6/18
17036544,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173501071010,1              ,Day Shift (8AM - 4PM),6/18
17036678,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2017,250173514043003,1              ,Last Half (Midnight - 8AM),6/19
17036736,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173514042000,1              ,Day Shift (8AM - 4PM),6/19
17036801,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173501071010,1              ,First Half (4PM - Midnight),6/19
17036828,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173512041005,2              ,First Half (4PM - Midnight),6/19
17036845,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2017,250173506004002,7              ,First Half (4PM - Midnight),6/19
17036975,Credit Card/Atm Machine Fraud,26B,Fraud Offenses,Crimes against Property,2017,250173502022000,4              ,Day Shift (8AM - 4PM),6/20
17037008,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2017,250173512042002,2              ,Day Shift (8AM - 4PM),6/20
17037009,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173501061015,1              ,Day Shift (8AM - 4PM),6/20
17037023,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173509001001,6              ,Day Shift (8AM - 4PM),6/20
17037059,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173501061008,1              ,First Half (4PM - Midnight),6/20
17037114,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173505001006,6              ,First Half (4PM - Midnight),6/20
17037117,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2017,250173513002010,3              ,First Half (4PM - Midnight),6/20
17037136,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173501061001,1              ,Last Half (Midnight - 8AM),6/21
17037218,Counterfeiting/Forgery,250,Counterfeiting/Forgery,Crimes against Property,2017,250173507021011,7              ,Day Shift (8AM - 4PM),6/21
17037221,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2017,250173512033002,2              ,Day Shift (8AM - 4PM),6/21
17037283,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173505001008,6              ,Day Shift (8AM - 4PM),6/21
17037295,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173509003006,6              ,Day Shift (8AM - 4PM),6/21
17037296,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2017,250173501091018,4              ,Day Shift (8AM - 4PM),6/21
17037304,Drug/Narcotic Violations,35A,Drug/Narcotics Offenses,Crimes against Society,2017,250173501091022,4              ,Day Shift (8AM - 4PM),6/21
17037385,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173509003001,6              ,First Half (4PM - Midnight),6/21
17037419,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2017,250173501091021,4              ,First Half (4PM - Midnight),6/21
17037575,All Other Offenses,90Z,All Other Offenses,Other,2017,250173509001001,6              ,Day Shift (8AM - 4PM),6/22
17037669,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173501051003,4              ,First Half (4PM - Midnight),6/22
17037675,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2017,250173502022007,4              ,First Half (4PM - Midnight),6/22
17037680,Drug/Narcotic Violations,35A,Drug/Narcotics Offenses,Crimes against Society,2017,250173502023004,4              ,First Half (4PM - Midnight),6/22
17037724,Drug/Narcotic Violations,35A,Drug/Narcotics Offenses,Crimes against Society,2017,250173502013003,1              ,Last Half (Midnight - 8AM),6/23
17037773,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501071010,1              ,Day Shift (8AM - 4PM),6/23
17037833,Simple Assault,13B,Assault Offenses,Crimes against Person,2017,250173509003017,6              ,Day Shift (8AM - 4PM),6/23
17037836,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2017,250173509003017,6              ,Day Shift (8AM - 4PM),6/23
17037840,All Other Offenses,90Z,All Other Offenses,Other,2017,250173507011005,7              ,Day Shift (8AM - 4PM),6/23
17037851,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173507012005,7              ,Day Shift (8AM - 4PM),6/23
17037855,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173527001005,,Day Shift (8AM - 4PM),6/23
17037856,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2017,250173501061004,1              ,Day Shift (8AM - 4PM),6/23
